text,char,word,index,index_num,line,id
"Against my love shall be as I am now,",37,9,LXIII,63,1,932
With Time's injurious hand crush'd and o'erworn;,48,7,LXIII,63,2,933
When hours have drain'd his blood and fill'd his brow,53,10,LXIII,63,3,934
With lines and wrinkles; when his youthful morn,47,8,LXIII,63,4,935
Hath travell'd on to age's steepy night;,40,7,LXIII,63,5,936
And all those beauties whereof now he's king,44,8,LXIII,63,6,937
"Are vanishing, or vanished out of sight,",40,7,LXIII,63,7,938
Stealing away the treasure of his spring;,41,7,LXIII,63,8,939
For such a time do I now fortify,32,8,LXIII,63,9,940
"Against confounding age's cruel knife,",38,5,LXIII,63,10,941
That he shall never cut from memory,35,7,LXIII,63,11,942
"My sweet love's beauty, though my lover's life:",47,8,LXIII,63,12,943
"His beauty shall in these black lines be seen,",46,9,LXIII,63,13,944
"And they shall live, and he in them still green.",48,10,LXIII,63,14,945
LXIV,4,1,LXIV,64,0,946
When I have seen by Time's fell hand defac'd,44,9,LXIV,64,1,947
The rich-proud cost of outworn buried age;,42,7,LXIV,64,2,948
"When sometime lofty towers I see down-raz'd,",44,7,LXIV,64,3,949
And brass eternal slave to mortal rage;,39,7,LXIV,64,4,950
When I have seen the hungry ocean gain,38,8,LXIV,64,5,951
"Advantage on the kingdom of the shore,",38,7,LXIV,64,6,952
"And the firm soil win of the watery main,",41,9,LXIV,64,7,953
"Increasing store with loss, and loss with store;",48,8,LXIV,64,8,954
"When I have seen such interchange of state,",43,8,LXIV,64,9,955
"Or state itself confounded, to decay;",37,6,LXIV,64,10,956
Ruin hath taught me thus to ruminate--,38,7,LXIV,64,11,957
That Time will come and take my love away.,42,9,LXIV,64,12,958
This thought is as a death which cannot choose,46,9,LXIV,64,13,959
"But weep to have, that which it fears to lose.",46,10,LXIV,64,14,960
LXV,3,1,LXV,65,0,961
"Since brass, nor stone, nor earth, nor boundless sea,",53,9,LXV,65,1,962
"But sad mortality o'ersways their power,",40,6,LXV,65,2,963
"How with this rage shall beauty hold a plea,",44,9,LXV,65,3,964
Whose action is no stronger than a flower?,42,8,LXV,65,4,965
"O! how shall summer's honey breath hold out,",44,8,LXV,65,5,966
"Against the wrackful siege of battering days,",45,7,LXV,65,6,967
"When rocks impregnable are not so stout,",40,7,LXV,65,7,968
Nor gates of steel so strong but Time decays?,45,9,LXV,65,8,969
"O fearful meditation! where, alack,",35,5,LXV,65,9,970
Shall Time's best jewel from Time's chest lie hid?,50,9,LXV,65,10,971
Or what strong hand can hold his swift foot back?,49,10,LXV,65,11,972
Or who his spoil of beauty can forbid?,38,8,LXV,65,12,973
"O! none, unless this miracle have might,",40,7,LXV,65,13,974
That in black ink my love may still shine bright.,49,10,LXV,65,14,975
LXVI,4,1,LXVI,66,0,976
"Tired with all these, for restful death I cry,",46,9,LXVI,66,1,977
"As to behold desert a beggar born,",34,7,LXVI,66,2,978
"And needy nothing trimm'd in jollity,",37,6,LXVI,66,3,979
"And purest faith unhappily forsworn,",36,5,LXVI,66,4,980
"And gilded honour shamefully misplac'd,",39,5,LXVI,66,5,981
"And maiden virtue rudely strumpeted,",36,5,LXVI,66,6,982
"And right perfection wrongfully disgrac'd,",42,5,LXVI,66,7,983
And strength by limping sway disabled,37,6,LXVI,66,8,984
"And art made tongue-tied by authority,",38,6,LXVI,66,9,985
"And folly--doctor-like--controlling skill,",42,3,LXVI,66,10,986
"And simple truth miscall'd simplicity,",38,5,LXVI,66,11,987
And captive good attending captain ill:,39,6,LXVI,66,12,988
"Tir'd with all these, from these would I be gone,",49,10,LXVI,66,13,989
"Save that, to die, I leave my love alone.",41,9,LXVI,66,14,990
LXVII,5,1,LXVII,67,0,991
"Ah! wherefore with infection should he live,",44,7,LXVII,67,1,992
"And with his presence grace impiety,",36,6,LXVII,67,2,993
"That sin by him advantage should achieve,",41,7,LXVII,67,3,994
And lace itself with his society?,33,6,LXVII,67,4,995
"Why should false painting imitate his cheek,",44,7,LXVII,67,5,996
And steel dead seeming of his living hue?,41,8,LXVII,67,6,997
Why should poor beauty indirectly seek,38,6,LXVII,67,7,998
"Roses of shadow, since his rose is true?",40,8,LXVII,67,8,999
"Why should he live, now Nature bankrupt is,",43,8,LXVII,67,9,1000
Beggar'd of blood to blush through lively veins?,48,8,LXVII,67,10,1001
"For she hath no exchequer now but his,",38,8,LXVII,67,11,1002
"And proud of many, lives upon his gains.",40,8,LXVII,67,12,1003
"O! him she stores, to show what wealth she had",46,10,LXVII,67,13,1004
"In days long since, before these last so bad.",45,9,LXVII,67,14,1005
LXVIII,6,1,LXVIII,68,0,1006
"Thus is his cheek the map of days outworn,",42,9,LXVIII,68,1,1007
"When beauty lived and died as flowers do now,",45,9,LXVIII,68,2,1008
"Before these bastard signs of fair were born,",45,8,LXVIII,68,3,1009
Or durst inhabit on a living brow;,34,7,LXVIII,68,4,1010
"Before the golden tresses of the dead,",38,7,LXVIII,68,5,1011
"The right of sepulchres, were shorn away,",41,7,LXVIII,68,6,1012
To live a second life on second head;,37,8,LXVIII,68,7,1013
Ere beauty's dead fleece made another gay:,42,7,LXVIII,68,8,1014
"In him those holy antique hours are seen,",41,8,LXVIII,68,9,1015
"Without all ornament, itself and true,",38,6,LXVIII,68,10,1016
"Making no summer of another's green,",36,6,LXVIII,68,11,1017
Robbing no old to dress his beauty new;,39,8,LXVIII,68,12,1018
"And him as for a map doth Nature store,",39,9,LXVIII,68,13,1019
To show false Art what beauty was of yore.,42,9,LXVIII,68,14,1020
LXIX,4,1,LXIX,69,0,1021
Those parts of thee that the world's eye doth view,50,10,LXIX,69,1,1022
Want nothing that the thought of hearts can mend;,49,9,LXIX,69,2,1023
"All tongues--the voice of souls--give thee that due,",52,8,LXIX,69,3,1024
"Uttering bare truth, even so as foes commend.",45,8,LXIX,69,4,1025
Thy outward thus with outward praise is crown'd;,48,8,LXIX,69,5,1026
"But those same tongues, that give thee so thine own,",52,10,LXIX,69,6,1027
In other accents do this praise confound,40,7,LXIX,69,7,1028
By seeing farther than the eye hath shown.,42,8,LXIX,69,8,1029
"They look into the beauty of thy mind,",38,8,LXIX,69,9,1030
And that in guess they measure by thy deeds;,44,9,LXIX,69,10,1031
"Then--churls--their thoughts, although their eyes were kind,",60,7,LXIX,69,11,1032
To thy fair flower add the rank smell of weeds:,47,10,LXIX,69,12,1033
"But why thy odour matcheth not thy show,",40,8,LXIX,69,13,1034
"The soil is this, that thou dost common grow.",45,9,LXIX,69,14,1035
LXX,3,1,LXX,70,0,1036
"That thou art blam'd shall not be thy defect,",45,9,LXX,70,1,1037
For slander's mark was ever yet the fair;,41,8,LXX,70,2,1038
"The ornament of beauty is suspect,",34,6,LXX,70,3,1039
A crow that flies in heaven's sweetest air.,43,8,LXX,70,4,1040
"So thou be good, slander doth but approve",41,8,LXX,70,5,1041
Thy worth the greater being woo'd of time;,42,8,LXX,70,6,1042
"For canker vice the sweetest buds doth love,",44,8,LXX,70,7,1043
And thou present'st a pure unstained prime.,43,7,LXX,70,8,1044
Thou hast passed by the ambush of young days,44,9,LXX,70,9,1045
"Either not assail'd, or victor being charg'd;",45,7,LXX,70,10,1046
"Yet this thy praise cannot be so thy praise,",44,9,LXX,70,11,1047
"To tie up envy, evermore enlarg'd,",34,6,LXX,70,12,1048
"If some suspect of ill mask'd not thy show,",43,9,LXX,70,13,1049
Then thou alone kingdoms of hearts shouldst owe.,48,8,LXX,70,14,1050
LXXI,4,1,LXXI,71,0,1051
No longer mourn for me when I am dead,37,9,LXXI,71,1,1052
Than you shall hear the surly sullen bell,41,8,LXXI,71,2,1053
Give warning to the world that I am fled,40,9,LXXI,71,3,1054
From this vile world with vilest worms to dwell:,48,9,LXXI,71,4,1055
"Nay, if you read this line, remember not",40,8,LXXI,71,5,1056
"The hand that writ it, for I love you so,",41,10,LXXI,71,6,1057
"That I in your sweet thoughts would be forgot,",46,9,LXXI,71,7,1058
If thinking on me then should make you woe.,43,9,LXXI,71,8,1059
"O! if,--I say you look upon this verse,",39,8,LXXI,71,9,1060
"When I perhaps compounded am with clay,",39,7,LXXI,71,10,1061
Do not so much as my poor name rehearse;,40,9,LXXI,71,11,1062
But let your love even with my life decay;,42,9,LXXI,71,12,1063
"Lest the wise world should look into your moan,",47,9,LXXI,71,13,1064
And mock you with me after I am gone.,37,9,LXXI,71,14,1065
LXXII,5,1,LXXII,72,0,1066
O! lest the world should task you to recite,43,9,LXXII,72,1,1067
"What merit lived in me, that you should love",44,9,LXXII,72,2,1068
"After my death,--dear love, forget me quite,",44,7,LXXII,72,3,1069
For you in me can nothing worthy prove;,39,8,LXXII,72,4,1070
"Unless you would devise some virtuous lie,",42,7,LXXII,72,5,1071
"To do more for me than mine own desert,",39,9,LXXII,72,6,1072
And hang more praise upon deceased I,36,7,LXXII,72,7,1073
Than niggard truth would willingly impart:,42,6,LXXII,72,8,1074
O! lest your true love may seem false in this,45,10,LXXII,72,9,1075
"That you for love speak well of me untrue,",42,9,LXXII,72,10,1076
"My name be buried where my body is,",35,8,LXXII,72,11,1077
And live no more to shame nor me nor you.,41,10,LXXII,72,12,1078
"For I am shamed by that which I bring forth,",44,10,LXXII,72,13,1079
"And so should you, to love things nothing worth.",48,9,LXXII,72,14,1080
LXXIII,6,1,LXXIII,73,0,1081
That time of year thou mayst in me behold,41,9,LXXIII,73,1,1082
"When yellow leaves, or none, or few, do hang",44,9,LXXIII,73,2,1083
"Upon those boughs which shake against the cold,",47,8,LXXIII,73,3,1084
"Bare ruin'd choirs, where late the sweet birds sang.",52,9,LXXIII,73,4,1085
In me thou see'st the twilight of such day,42,9,LXXIII,73,5,1086
As after sunset fadeth in the west;,35,7,LXXIII,73,6,1087
"Which by and by black night doth take away,",43,9,LXXIII,73,7,1088
"Death's second self, that seals up all in rest.",47,9,LXXIII,73,8,1089
"In me thou see'st the glowing of such fire,",43,9,LXXIII,73,9,1090
"That on the ashes of his youth doth lie,",40,9,LXXIII,73,10,1091
"As the death-bed, whereon it must expire,",41,7,LXXIII,73,11,1092
Consum'd with that which it was nourish'd by.,45,8,LXXIII,73,12,1093
"This thou perceiv'st, which makes thy love more strong,",55,9,LXXIII,73,13,1094
"To love that well, which thou must leave ere long.",50,10,LXXIII,73,14,1095
LXXIV,5,1,LXXIV,74,0,1096
But be contented: when that fell arrest,39,7,LXXIV,74,1,1097
"Without all bail shall carry me away,",37,7,LXXIV,74,2,1098
"My life hath in this line some interest,",40,8,LXXIV,74,3,1099
Which for memorial still with thee shall stay.,46,8,LXXIV,74,4,1100
"When thou reviewest this, thou dost review",42,7,LXXIV,74,5,1101
The very part was consecrate to thee:,37,7,LXXIV,74,6,1102
"The earth can have but earth, which is his due;",47,10,LXXIV,74,7,1103
"My spirit is thine, the better part of me:",42,9,LXXIV,74,8,1104
"So then thou hast but lost the dregs of life,",45,10,LXXIV,74,9,1105
"The prey of worms, my body being dead;",38,8,LXXIV,74,10,1106
"The coward conquest of a wretch's knife,",40,7,LXXIV,74,11,1107
Too base of thee to be remembered.,34,7,LXXIV,74,12,1108
"The worth of that is that which it contains,",44,9,LXXIV,74,13,1109
"And that is this, and this with thee remains.",45,9,LXXIV,74,14,1110
LXXV,4,1,LXXV,75,0,1111
"So are you to my thoughts as food to life,",42,10,LXXV,75,1,1112
Or as sweet-season'd showers are to the ground;,47,8,LXXV,75,2,1113
And for the peace of you I hold such strife,43,10,LXXV,75,3,1114
As 'twixt a miser and his wealth is found.,42,9,LXXV,75,4,1115
"Now proud as an enjoyer, and anon",33,7,LXXV,75,5,1116
Doubting the filching age will steal his treasure;,50,8,LXXV,75,6,1117
"Now counting best to be with you alone,",39,8,LXXV,75,7,1118
Then better'd that the world may see my pleasure:,49,9,LXXV,75,8,1119
"Sometime all full with feasting on your sight,",46,8,LXXV,75,9,1120
And by and by clean starved for a look;,39,9,LXXV,75,10,1121
"Possessing or pursuing no delight,",34,5,LXXV,75,11,1122
"Save what is had, or must from you be took.",43,10,LXXV,75,12,1123
"Thus do I pine and surfeit day by day,",38,9,LXXV,75,13,1124
"Or gluttoning on all, or all away.",34,7,LXXV,75,14,1125
LXXVI,5,1,LXXVI,76,0,1126
"Why is my verse so barren of new pride,",39,9,LXXVI,76,1,1127
So far from variation or quick change?,38,7,LXXVI,76,2,1128
Why with the time do I not glance aside,39,9,LXXVI,76,3,1129
"To new-found methods, and to compounds strange?",47,7,LXXVI,76,4,1130
"Why write I still all one, ever the same,",41,9,LXXVI,76,5,1131
"And keep invention in a noted weed,",35,7,LXXVI,76,6,1132
"That every word doth almost tell my name,",41,8,LXXVI,76,7,1133
"Showing their birth, and where they did proceed?",48,8,LXXVI,76,8,1134
"O! know sweet love I always write of you,",41,9,LXXVI,76,9,1135
And you and love are still my argument;,39,8,LXXVI,76,10,1136
"So all my best is dressing old words new,",41,9,LXXVI,76,11,1137
Spending again what is already spent:,37,6,LXXVI,76,12,1138
"For as the sun is daily new and old,",36,9,LXXVI,76,13,1139
So is my love still telling what is told.,41,9,LXXVI,76,14,1140
LXXVII,6,1,LXXVII,77,0,1141
"Thy glass will show thee how thy beauties wear,",47,9,LXXVII,77,1,1142
Thy dial how thy precious minutes waste;,40,7,LXXVII,77,2,1143
"These vacant leaves thy mind's imprint will bear,",49,8,LXXVII,77,3,1144
"And of this book, this learning mayst thou taste.",49,9,LXXVII,77,4,1145
The wrinkles which thy glass will truly show,44,8,LXXVII,77,5,1146
Of mouthed graves will give thee memory;,40,7,LXXVII,77,6,1147
Thou by thy dial's shady stealth mayst know,43,8,LXXVII,77,7,1148
Time's thievish progress to eternity.,37,5,LXXVII,77,8,1149
"Look! what thy memory cannot contain,",37,6,LXXVII,77,9,1150
"Commit to these waste blanks, and thou shalt find",49,9,LXXVII,77,10,1151
"Those children nursed, deliver'd from thy brain,",48,7,LXXVII,77,11,1152
To take a new acquaintance of thy mind.,39,8,LXXVII,77,12,1153
"These offices, so oft as thou wilt look,",40,8,LXXVII,77,13,1154
Shall profit thee and much enrich thy book.,43,8,LXXVII,77,14,1155
LXXVIII,7,1,LXXVIII,78,0,1156
"So oft have I invoked thee for my Muse,",39,9,LXXVIII,78,1,1157
And found such fair assistance in my verse,42,8,LXXVIII,78,2,1158
As every alien pen hath got my use,34,8,LXXVIII,78,3,1159
And under thee their poesy disperse.,36,6,LXXVIII,78,4,1160
"Thine eyes, that taught the dumb on high to sing",48,10,LXXVIII,78,5,1161
"And heavy ignorance aloft to fly,",33,6,LXXVIII,78,6,1162
Have added feathers to the learned's wing,41,7,LXXVIII,78,7,1163
And given grace a double majesty.,33,6,LXXVIII,78,8,1164
"Yet be most proud of that which I compile,",42,9,LXXVIII,78,9,1165
"Whose influence is thine, and born of thee:",43,8,LXXVIII,78,10,1166
"In others' works thou dost but mend the style,",46,9,LXXVIII,78,11,1167
And arts with thy sweet graces graced be;,41,8,LXXVIII,78,12,1168
"But thou art all my art, and dost advance",41,9,LXXVIII,78,13,1169
"As high as learning, my rude ignorance.",39,7,LXXVIII,78,14,1170
LXXIX,5,1,LXXIX,79,0,1171
"Whilst I alone did call upon thy aid,",37,8,LXXIX,79,1,1172
My verse alone had all thy gentle grace;,40,8,LXXIX,79,2,1173
"But now my gracious numbers are decay'd,",40,7,LXXIX,79,3,1174
And my sick Muse doth give an other place.,42,9,LXXIX,79,4,1175
"I grant, sweet love, thy lovely argument",40,7,LXXIX,79,5,1176
Deserves the travail of a worthier pen;,39,7,LXXIX,79,6,1177
Yet what of thee thy poet doth invent,37,8,LXXIX,79,7,1178
"He robs thee of, and pays it thee again.",40,9,LXXIX,79,8,1179
"He lends thee virtue, and he stole that word",44,9,LXXIX,79,9,1180
"From thy behaviour; beauty doth he give,",40,7,LXXIX,79,10,1181
And found it in thy cheek: he can afford,40,9,LXXIX,79,11,1182
"No praise to thee, but what in thee doth live.",46,10,LXXIX,79,12,1183
"Then thank him not for that which he doth say,",46,10,LXXIX,79,13,1184
"Since what he owes thee, thou thyself dost pay.",47,9,LXXIX,79,14,1185
LXXX,4,1,LXXX,80,0,1186
"O! how I faint when I of you do write,",38,10,LXXX,80,1,1187
"Knowing a better spirit doth use your name,",43,8,LXXX,80,2,1188
"And in the praise thereof spends all his might,",47,9,LXXX,80,3,1189
To make me tongue-tied speaking of your fame!,45,8,LXXX,80,4,1190
"But since your worth--wide as the ocean is,--",45,8,LXXX,80,5,1191
"The humble as the proudest sail doth bear,",42,8,LXXX,80,6,1192
"My saucy bark, inferior far to his,",35,7,LXXX,80,7,1193
On your broad main doth wilfully appear.,40,7,LXXX,80,8,1194
"Your shallowest help will hold me up afloat,",44,8,LXXX,80,9,1195
Whilst he upon your soundless deep doth ride;,45,8,LXXX,80,10,1196
"Or, being wrack'd, I am a worthless boat,",41,8,LXXX,80,11,1197
"He of tall building, and of goodly pride:",41,8,LXXX,80,12,1198
"Then if he thrive and I be cast away,",37,9,LXXX,80,13,1199
"The worst was this,--my love was my decay.",42,8,LXXX,80,14,1200
LXXXI,5,1,LXXXI,81,0,1201
"Or I shall live your epitaph to make,",37,8,LXXXI,81,1,1202
Or you survive when I in earth am rotten;,41,9,LXXXI,81,2,1203
"From hence your memory death cannot take,",41,7,LXXXI,81,3,1204
Although in me each part will be forgotten.,43,8,LXXXI,81,4,1205
"Your name from hence immortal life shall have,",46,8,LXXXI,81,5,1206
"Though I, once gone, to all the world must die:",47,10,LXXXI,81,6,1207
"The earth can yield me but a common grave,",42,9,LXXXI,81,7,1208
When you entombed in men's eyes shall lie.,42,8,LXXXI,81,8,1209
"Your monument shall be my gentle verse,",39,7,LXXXI,81,9,1210
Which eyes not yet created shall o'er-read;,43,7,LXXXI,81,10,1211
"And tongues to be, your being shall rehearse,",45,8,LXXXI,81,11,1212
When all the breathers of this world are dead;,46,9,LXXXI,81,12,1213
"You still shall live,--such virtue hath my pen,--",49,8,LXXXI,81,13,1214
"Where breath most breathes, even in the mouths of men.",54,10,LXXXI,81,14,1215
LXXXII,6,1,LXXXII,82,0,1216
"I grant thou wert not married to my Muse,",41,9,LXXXII,82,1,1217
And therefore mayst without attaint o'erlook,44,6,LXXXII,82,2,1218
The dedicated words which writers use,37,6,LXXXII,82,3,1219
"Of their fair subject, blessing every book.",43,7,LXXXII,82,4,1220
"Thou art as fair in knowledge as in hue,",40,9,LXXXII,82,5,1221
Finding thy worth a limit past my praise;,41,8,LXXXII,82,6,1222
And therefore art enforced to seek anew,39,7,LXXXII,82,7,1223
Some fresher stamp of the time-bettering days.,46,7,LXXXII,82,8,1224
"And do so, love; yet when they have devis'd,",44,9,LXXXII,82,9,1225
"What strained touches rhetoric can lend,",40,6,LXXXII,82,10,1226
"Thou truly fair, wert truly sympathiz'd",39,6,LXXXII,82,11,1227
"In true plain words, by thy true-telling friend;",48,8,LXXXII,82,12,1228
And their gross painting might be better us'd,45,8,LXXXII,82,13,1229
Where cheeks need blood; in thee it is abus'd.,46,9,LXXXII,82,14,1230
LXXXIII,7,1,LXXXIII,83,0,1231
"I never saw that you did painting need,",39,8,LXXXIII,83,1,1232
And therefore to your fair no painting set;,43,8,LXXXIII,83,2,1233
"I found, or thought I found, you did exceed",43,9,LXXXIII,83,3,1234
That barren tender of a poet's debt:,36,7,LXXXIII,83,4,1235
"And therefore have I slept in your report,",42,8,LXXXIII,83,5,1236
"That you yourself, being extant, well might show",48,8,LXXXIII,83,6,1237
"How far a modern quill doth come too short,",43,9,LXXXIII,83,7,1238
"Speaking of worth, what worth in you doth grow.",47,9,LXXXIII,83,8,1239
"This silence for my sin you did impute,",39,8,LXXXIII,83,9,1240
Which shall be most my glory being dumb;,40,8,LXXXIII,83,10,1241
"For I impair not beauty being mute,",35,7,LXXXIII,83,11,1242
"When others would give life, and bring a tomb.",46,9,LXXXIII,83,12,1243
There lives more life in one of your fair eyes,46,10,LXXXIII,83,13,1244
Than both your poets can in praise devise.,42,8,LXXXIII,83,14,1245
LXXXIV,6,1,LXXXIV,84,0,1246
"Who is it that says most, which can say more,",45,10,LXXXIV,84,1,1247
"Than this rich praise,--that you alone, are you?",48,8,LXXXIV,84,2,1248
In whose confine immured is the store,37,7,LXXXIV,84,3,1249
Which should example where your equal grew.,43,7,LXXXIV,84,4,1250
Lean penury within that pen doth dwell,38,7,LXXXIV,84,5,1251
That to his subject lends not some small glory;,47,9,LXXXIV,84,6,1252
"But he that writes of you, if he can tell",41,10,LXXXIV,84,7,1253
"That you are you, so dignifies his story,",41,8,LXXXIV,84,8,1254
"Let him but copy what in you is writ,",37,9,LXXXIV,84,9,1255
"Not making worse what nature made so clear,",43,8,LXXXIV,84,10,1256
"And such a counterpart shall fame his wit,",42,8,LXXXIV,84,11,1257
Making his style admired every where.,37,6,LXXXIV,84,12,1258
"You to your beauteous blessings add a curse,",44,8,LXXXIV,84,13,1259
"Being fond on praise, which makes your praises worse.",53,9,LXXXIV,84,14,1260
LXXXV,5,1,LXXXV,85,0,1261
"My tongue-tied Muse in manners holds her still,",47,8,LXXXV,85,1,1262
"While comments of your praise richly compil'd,",46,7,LXXXV,85,2,1263
"Reserve their character with golden quill,",42,6,LXXXV,85,3,1264
And precious phrase by all the Muses fil'd.,43,8,LXXXV,85,4,1265
"I think good thoughts, whilst others write good words,",54,9,LXXXV,85,5,1266
And like unlettered clerk still cry 'Amen',42,7,LXXXV,85,6,1267
"To every hymn that able spirit affords,",39,7,LXXXV,85,7,1268
In polish'd form of well-refined pen.,37,6,LXXXV,85,8,1269
"Hearing you praised, I say ''tis so, 'tis true,'",48,9,LXXXV,85,9,1270
And to the most of praise add something more;,45,9,LXXXV,85,10,1271
"But that is in my thought, whose love to you,",45,10,LXXXV,85,11,1272
"Though words come hindmost, holds his rank before.",50,8,LXXXV,85,12,1273
"Then others, for the breath of words respect,",45,8,LXXXV,85,13,1274
"Me for my dumb thoughts, speaking in effect.",44,8,LXXXV,85,14,1275
LXXXVI,6,1,LXXXVI,86,0,1276
"Was it the proud full sail of his great verse,",46,10,LXXXVI,86,1,1277
"Bound for the prize of all too precious you,",44,9,LXXXVI,86,2,1278
"That did my ripe thoughts in my brain inhearse,",47,9,LXXXVI,86,3,1279
Making their tomb the womb wherein they grew?,45,8,LXXXVI,86,4,1280
"Was it his spirit, by spirits taught to write,",46,9,LXXXVI,86,5,1281
"Above a mortal pitch, that struck me dead?",42,8,LXXXVI,86,6,1282
"No, neither he, nor his compeers by night",41,8,LXXXVI,86,7,1283
"Giving him aid, my verse astonished.",36,6,LXXXVI,86,8,1284
"He, nor that affable familiar ghost",35,6,LXXXVI,86,9,1285
"Which nightly gulls him with intelligence,",42,6,LXXXVI,86,10,1286
As victors of my silence cannot boast;,38,7,LXXXVI,86,11,1287
I was not sick of any fear from thence:,39,9,LXXXVI,86,12,1288
"But when your countenance fill'd up his line,",45,8,LXXXVI,86,13,1289
Then lacked I matter; that enfeebled mine.,42,7,LXXXVI,86,14,1290
LXXXVII,7,1,LXXXVII,87,0,1291
"Farewell! thou art too dear for my possessing,",46,8,LXXXVII,87,1,1292
"And like enough thou know'st thy estimate,",42,7,LXXXVII,87,2,1293
The charter of thy worth gives thee releasing;,46,8,LXXXVII,87,3,1294
My bonds in thee are all determinate.,37,7,LXXXVII,87,4,1295
For how do I hold thee but by thy granting?,43,10,LXXXVII,87,5,1296
And for that riches where is my deserving?,42,8,LXXXVII,87,6,1297
"The cause of this fair gift in me is wanting,",45,10,LXXXVII,87,7,1298
And so my patent back again is swerving.,40,8,LXXXVII,87,8,1299
"Thy self thou gav'st, thy own worth then not knowing,",53,10,LXXXVII,87,9,1300
"Or me to whom thou gav'st it, else mistaking;",45,9,LXXXVII,87,10,1301
"So thy great gift, upon misprision growing,",43,7,LXXXVII,87,11,1302
"Comes home again, on better judgement making.",45,7,LXXXVII,87,12,1303
"Thus have I had thee, as a dream doth flatter,",46,10,LXXXVII,87,13,1304
"In sleep a king, but waking no such matter.",43,9,LXXXVII,87,14,1305
LXXXVIII,8,1,LXXXVIII,88,0,1306
"When thou shalt be dispos'd to set me light,",44,9,LXXXVIII,88,1,1307
"And place my merit in the eye of scorn,",39,9,LXXXVIII,88,2,1308
"Upon thy side, against myself I'll fight,",41,7,LXXXVIII,88,3,1309
"And prove thee virtuous, though thou art forsworn.",50,8,LXXXVIII,88,4,1310
"With mine own weakness, being best acquainted,",46,7,LXXXVIII,88,5,1311
Upon thy part I can set down a story,36,9,LXXXVIII,88,6,1312
"Of faults conceal'd, wherein I am attainted;",44,7,LXXXVIII,88,7,1313
That thou in losing me shalt win much glory:,44,9,LXXXVIII,88,8,1314
And I by this will be a gainer too;,35,9,LXXXVIII,88,9,1315
"For bending all my loving thoughts on thee,",43,8,LXXXVIII,88,10,1316
"The injuries that to myself I do,",33,7,LXXXVIII,88,11,1317
"Doing thee vantage, double-vantage me.",38,5,LXXXVIII,88,12,1318
"Such is my love, to thee I so belong,",37,9,LXXXVIII,88,13,1319
"That for thy right, myself will bear all wrong.",47,9,LXXXVIII,88,14,1320
LXXXIX,6,1,LXXXIX,89,0,1321
"Say that thou didst forsake me for some fault,",46,9,LXXXIX,89,1,1322
And I will comment upon that offence:,37,7,LXXXIX,89,2,1323
"Speak of my lameness, and I straight will halt,",47,9,LXXXIX,89,3,1324
Against thy reasons making no defence.,38,6,LXXXIX,89,4,1325
"Thou canst not love disgrace me half so ill,",44,9,LXXXIX,89,5,1326
"To set a form upon desired change,",34,7,LXXXIX,89,6,1327
"As I'll myself disgrace; knowing thy will,",42,7,LXXXIX,89,7,1328
"I will acquaintance strangle, and look strange;",47,7,LXXXIX,89,8,1329
Be absent from thy walks; and in my tongue,42,9,LXXXIX,89,9,1330
"Thy sweet beloved name no more shall dwell,",43,8,LXXXIX,89,10,1331
"Lest I, too much profane, should do it wrong,",45,9,LXXXIX,89,11,1332
And haply of our old acquaintance tell.,39,7,LXXXIX,89,12,1333
"For thee, against my self I'll vow debate,",42,8,LXXXIX,89,13,1334
For I must ne'er love him whom thou dost hate.,46,10,LXXXIX,89,14,1335
XC,2,1,XC,90,0,1336
"Then hate me when thou wilt; if ever, now;",42,9,XC,90,1,1337
"Now, while the world is bent my deeds to cross,",47,10,XC,90,2,1338
"Join with the spite of fortune, make me bow,",44,9,XC,90,3,1339
And do not drop in for an after-loss:,37,8,XC,90,4,1340
"Ah! do not, when my heart hath 'scap'd this sorrow,",51,10,XC,90,5,1341
Come in the rearward of a conquer'd woe;,40,8,XC,90,6,1342
"Give not a windy night a rainy morrow,",38,8,XC,90,7,1343
To linger out a purpos'd overthrow.,35,6,XC,90,8,1344
"If thou wilt leave me, do not leave me last,",44,10,XC,90,9,1345
"When other petty griefs have done their spite,",46,8,XC,90,10,1346
But in the onset come: so shall I taste,39,9,XC,90,11,1347
At first the very worst of fortune's might;,43,8,XC,90,12,1348
"And other strains of woe, which now seem woe,",45,9,XC,90,13,1349
"Compar'd with loss of thee, will not seem so.",45,9,XC,90,14,1350
XCI,3,1,XCI,91,0,1351
"Some glory in their birth, some in their skill,",47,9,XCI,91,1,1352
"Some in their wealth, some in their body's force,",49,9,XCI,91,2,1353
Some in their garments though new-fangled ill;,46,7,XCI,91,3,1354
"Some in their hawks and hounds, some in their horse;",52,10,XCI,91,4,1355
"And every humour hath his adjunct pleasure,",43,7,XCI,91,5,1356
Wherein it finds a joy above the rest:,38,8,XCI,91,6,1357
"But these particulars are not my measure,",41,7,XCI,91,7,1358
All these I better in one general best.,39,8,XCI,91,8,1359
"Thy love is better than high birth to me,",41,9,XCI,91,9,1360
"Richer than wealth, prouder than garments' costs,",49,7,XCI,91,10,1361
Of more delight than hawks and horses be;,41,8,XCI,91,11,1362
"And having thee, of all men's pride I boast:",44,9,XCI,91,12,1363
"Wretched in this alone, that thou mayst take",44,8,XCI,91,13,1364
"All this away, and me most wretchcd make.",41,8,XCI,91,14,1365
XCII,4,1,XCII,92,0,1366
