text,char,word,index,index_num,line
"Roses of shadow, since his rose is true?",40,8,LXVII,67,8
"Why should he live, now Nature bankrupt is,",43,8,LXVII,67,9
Beggar'd of blood to blush through lively veins?,48,8,LXVII,67,10
"For she hath no exchequer now but his,",38,8,LXVII,67,11
"And proud of many, lives upon his gains.",40,8,LXVII,67,12
"O! him she stores, to show what wealth she had",46,10,LXVII,67,13
"In days long since, before these last so bad.",45,9,LXVII,67,14
LXVIII,6,1,LXVIII,68,0
"Thus is his cheek the map of days outworn,",42,9,LXVIII,68,1
"When beauty lived and died as flowers do now,",45,9,LXVIII,68,2
"Before these bastard signs of fair were born,",45,8,LXVIII,68,3
Or durst inhabit on a living brow;,34,7,LXVIII,68,4
"Before the golden tresses of the dead,",38,7,LXVIII,68,5
"The right of sepulchres, were shorn away,",41,7,LXVIII,68,6
To live a second life on second head;,37,8,LXVIII,68,7
Ere beauty's dead fleece made another gay:,42,7,LXVIII,68,8
"In him those holy antique hours are seen,",41,8,LXVIII,68,9
"Without all ornament, itself and true,",38,6,LXVIII,68,10
"Making no summer of another's green,",36,6,LXVIII,68,11
Robbing no old to dress his beauty new;,39,8,LXVIII,68,12
"And him as for a map doth Nature store,",39,9,LXVIII,68,13
To show false Art what beauty was of yore.,42,9,LXVIII,68,14
LXIX,4,1,LXIX,69,0
Those parts of thee that the world's eye doth view,50,10,LXIX,69,1
Want nothing that the thought of hearts can mend;,49,9,LXIX,69,2
"All tongues--the voice of souls--give thee that due,",52,8,LXIX,69,3
"Uttering bare truth, even so as foes commend.",45,8,LXIX,69,4
Thy outward thus with outward praise is crown'd;,48,8,LXIX,69,5
"But those same tongues, that give thee so thine own,",52,10,LXIX,69,6
In other accents do this praise confound,40,7,LXIX,69,7
By seeing farther than the eye hath shown.,42,8,LXIX,69,8
"They look into the beauty of thy mind,",38,8,LXIX,69,9
And that in guess they measure by thy deeds;,44,9,LXIX,69,10
"Then--churls--their thoughts, although their eyes were kind,",60,7,LXIX,69,11
To thy fair flower add the rank smell of weeds:,47,10,LXIX,69,12
"But why thy odour matcheth not thy show,",40,8,LXIX,69,13
"The soil is this, that thou dost common grow.",45,9,LXIX,69,14
LXX,3,1,LXX,70,0
"That thou art blam'd shall not be thy defect,",45,9,LXX,70,1
For slander's mark was ever yet the fair;,41,8,LXX,70,2
"The ornament of beauty is suspect,",34,6,LXX,70,3
A crow that flies in heaven's sweetest air.,43,8,LXX,70,4
"So thou be good, slander doth but approve",41,8,LXX,70,5
Thy worth the greater being woo'd of time;,42,8,LXX,70,6
"For canker vice the sweetest buds doth love,",44,8,LXX,70,7
And thou present'st a pure unstained prime.,43,7,LXX,70,8
Thou hast passed by the ambush of young days,44,9,LXX,70,9
"Either not assail'd, or victor being charg'd;",45,7,LXX,70,10
"Yet this thy praise cannot be so thy praise,",44,9,LXX,70,11
"To tie up envy, evermore enlarg'd,",34,6,LXX,70,12
"If some suspect of ill mask'd not thy show,",43,9,LXX,70,13
Then thou alone kingdoms of hearts shouldst owe.,48,8,LXX,70,14
LXXI,4,1,LXXI,71,0
No longer mourn for me when I am dead,37,9,LXXI,71,1
Than you shall hear the surly sullen bell,41,8,LXXI,71,2
Give warning to the world that I am fled,40,9,LXXI,71,3
From this vile world with vilest worms to dwell:,48,9,LXXI,71,4
"Nay, if you read this line, remember not",40,8,LXXI,71,5
"The hand that writ it, for I love you so,",41,10,LXXI,71,6
"That I in your sweet thoughts would be forgot,",46,9,LXXI,71,7
If thinking on me then should make you woe.,43,9,LXXI,71,8
"O! if,--I say you look upon this verse,",39,8,LXXI,71,9
"When I perhaps compounded am with clay,",39,7,LXXI,71,10
Do not so much as my poor name rehearse;,40,9,LXXI,71,11
But let your love even with my life decay;,42,9,LXXI,71,12
"Lest the wise world should look into your moan,",47,9,LXXI,71,13
And mock you with me after I am gone.,37,9,LXXI,71,14
LXXII,5,1,LXXII,72,0
O! lest the world should task you to recite,43,9,LXXII,72,1
"What merit lived in me, that you should love",44,9,LXXII,72,2
"After my death,--dear love, forget me quite,",44,7,LXXII,72,3
For you in me can nothing worthy prove;,39,8,LXXII,72,4
"Unless you would devise some virtuous lie,",42,7,LXXII,72,5
"To do more for me than mine own desert,",39,9,LXXII,72,6
And hang more praise upon deceased I,36,7,LXXII,72,7
Than niggard truth would willingly impart:,42,6,LXXII,72,8
O! lest your true love may seem false in this,45,10,LXXII,72,9
"That you for love speak well of me untrue,",42,9,LXXII,72,10
"My name be buried where my body is,",35,8,LXXII,72,11
And live no more to shame nor me nor you.,41,10,LXXII,72,12
"For I am shamed by that which I bring forth,",44,10,LXXII,72,13
"And so should you, to love things nothing worth.",48,9,LXXII,72,14
LXXIII,6,1,LXXIII,73,0
That time of year thou mayst in me behold,41,9,LXXIII,73,1
"When yellow leaves, or none, or few, do hang",44,9,LXXIII,73,2
"Upon those boughs which shake against the cold,",47,8,LXXIII,73,3
"Bare ruin'd choirs, where late the sweet birds sang.",52,9,LXXIII,73,4
In me thou see'st the twilight of such day,42,9,LXXIII,73,5
As after sunset fadeth in the west;,35,7,LXXIII,73,6
"Which by and by black night doth take away,",43,9,LXXIII,73,7
"Death's second self, that seals up all in rest.",47,9,LXXIII,73,8
"In me thou see'st the glowing of such fire,",43,9,LXXIII,73,9
"That on the ashes of his youth doth lie,",40,9,LXXIII,73,10
"As the death-bed, whereon it must expire,",41,7,LXXIII,73,11
Consum'd with that which it was nourish'd by.,45,8,LXXIII,73,12
"This thou perceiv'st, which makes thy love more strong,",55,9,LXXIII,73,13
"To love that well, which thou must leave ere long.",50,10,LXXIII,73,14
LXXIV,5,1,LXXIV,74,0
But be contented: when that fell arrest,39,7,LXXIV,74,1
"Without all bail shall carry me away,",37,7,LXXIV,74,2
"My life hath in this line some interest,",40,8,LXXIV,74,3
Which for memorial still with thee shall stay.,46,8,LXXIV,74,4
"When thou reviewest this, thou dost review",42,7,LXXIV,74,5
The very part was consecrate to thee:,37,7,LXXIV,74,6
"The earth can have but earth, which is his due;",47,10,LXXIV,74,7
"My spirit is thine, the better part of me:",42,9,LXXIV,74,8
"So then thou hast but lost the dregs of life,",45,10,LXXIV,74,9
"The prey of worms, my body being dead;",38,8,LXXIV,74,10
"The coward conquest of a wretch's knife,",40,7,LXXIV,74,11
Too base of thee to be remembered.,34,7,LXXIV,74,12
"The worth of that is that which it contains,",44,9,LXXIV,74,13
"And that is this, and this with thee remains.",45,9,LXXIV,74,14
LXXV,4,1,LXXV,75,0
"So are you to my thoughts as food to life,",42,10,LXXV,75,1
Or as sweet-season'd showers are to the ground;,47,8,LXXV,75,2
And for the peace of you I hold such strife,43,10,LXXV,75,3
As 'twixt a miser and his wealth is found.,42,9,LXXV,75,4
"Now proud as an enjoyer, and anon",33,7,LXXV,75,5
Doubting the filching age will steal his treasure;,50,8,LXXV,75,6
"Now counting best to be with you alone,",39,8,LXXV,75,7
Then better'd that the world may see my pleasure:,49,9,LXXV,75,8
"Sometime all full with feasting on your sight,",46,8,LXXV,75,9
And by and by clean starved for a look;,39,9,LXXV,75,10
"Possessing or pursuing no delight,",34,5,LXXV,75,11
"Save what is had, or must from you be took.",43,10,LXXV,75,12
"Thus do I pine and surfeit day by day,",38,9,LXXV,75,13
"Or gluttoning on all, or all away.",34,7,LXXV,75,14
LXXVI,5,1,LXXVI,76,0
"Why is my verse so barren of new pride,",39,9,LXXVI,76,1
So far from variation or quick change?,38,7,LXXVI,76,2
Why with the time do I not glance aside,39,9,LXXVI,76,3
"To new-found methods, and to compounds strange?",47,7,LXXVI,76,4
"Why write I still all one, ever the same,",41,9,LXXVI,76,5
"And keep invention in a noted weed,",35,7,LXXVI,76,6
"That every word doth almost tell my name,",41,8,LXXVI,76,7
"Showing their birth, and where they did proceed?",48,8,LXXVI,76,8
"O! know sweet love I always write of you,",41,9,LXXVI,76,9
And you and love are still my argument;,39,8,LXXVI,76,10
"So all my best is dressing old words new,",41,9,LXXVI,76,11
Spending again what is already spent:,37,6,LXXVI,76,12
"For as the sun is daily new and old,",36,9,LXXVI,76,13
So is my love still telling what is told.,41,9,LXXVI,76,14
LXXVII,6,1,LXXVII,77,0
"Thy glass will show thee how thy beauties wear,",47,9,LXXVII,77,1
Thy dial how thy precious minutes waste;,40,7,LXXVII,77,2
"These vacant leaves thy mind's imprint will bear,",49,8,LXXVII,77,3
"And of this book, this learning mayst thou taste.",49,9,LXXVII,77,4
The wrinkles which thy glass will truly show,44,8,LXXVII,77,5
Of mouthed graves will give thee memory;,40,7,LXXVII,77,6
Thou by thy dial's shady stealth mayst know,43,8,LXXVII,77,7
Time's thievish progress to eternity.,37,5,LXXVII,77,8
"Look! what thy memory cannot contain,",37,6,LXXVII,77,9
"Commit to these waste blanks, and thou shalt find",49,9,LXXVII,77,10
"Those children nursed, deliver'd from thy brain,",48,7,LXXVII,77,11
To take a new acquaintance of thy mind.,39,8,LXXVII,77,12
"These offices, so oft as thou wilt look,",40,8,LXXVII,77,13
Shall profit thee and much enrich thy book.,43,8,LXXVII,77,14
LXXVIII,7,1,LXXVIII,78,0
"So oft have I invoked thee for my Muse,",39,9,LXXVIII,78,1
And found such fair assistance in my verse,42,8,LXXVIII,78,2
As every alien pen hath got my use,34,8,LXXVIII,78,3
And under thee their poesy disperse.,36,6,LXXVIII,78,4
"Thine eyes, that taught the dumb on high to sing",48,10,LXXVIII,78,5
"And heavy ignorance aloft to fly,",33,6,LXXVIII,78,6
Have added feathers to the learned's wing,41,7,LXXVIII,78,7
And given grace a double majesty.,33,6,LXXVIII,78,8
"Yet be most proud of that which I compile,",42,9,LXXVIII,78,9
"Whose influence is thine, and born of thee:",43,8,LXXVIII,78,10
"In others' works thou dost but mend the style,",46,9,LXXVIII,78,11
And arts with thy sweet graces graced be;,41,8,LXXVIII,78,12
"But thou art all my art, and dost advance",41,9,LXXVIII,78,13
"As high as learning, my rude ignorance.",39,7,LXXVIII,78,14
LXXIX,5,1,LXXIX,79,0
"Whilst I alone did call upon thy aid,",37,8,LXXIX,79,1
My verse alone had all thy gentle grace;,40,8,LXXIX,79,2
"But now my gracious numbers are decay'd,",40,7,LXXIX,79,3
And my sick Muse doth give an other place.,42,9,LXXIX,79,4
"I grant, sweet love, thy lovely argument",40,7,LXXIX,79,5
Deserves the travail of a worthier pen;,39,7,LXXIX,79,6
Yet what of thee thy poet doth invent,37,8,LXXIX,79,7
"He robs thee of, and pays it thee again.",40,9,LXXIX,79,8
"He lends thee virtue, and he stole that word",44,9,LXXIX,79,9
"From thy behaviour; beauty doth he give,",40,7,LXXIX,79,10
And found it in thy cheek: he can afford,40,9,LXXIX,79,11
"No praise to thee, but what in thee doth live.",46,10,LXXIX,79,12
"Then thank him not for that which he doth say,",46,10,LXXIX,79,13
"Since what he owes thee, thou thyself dost pay.",47,9,LXXIX,79,14
LXXX,4,1,LXXX,80,0
"O! how I faint when I of you do write,",38,10,LXXX,80,1
"Knowing a better spirit doth use your name,",43,8,LXXX,80,2
"And in the praise thereof spends all his might,",47,9,LXXX,80,3
To make me tongue-tied speaking of your fame!,45,8,LXXX,80,4
"But since your worth--wide as the ocean is,--",45,8,LXXX,80,5
"The humble as the proudest sail doth bear,",42,8,LXXX,80,6
"My saucy bark, inferior far to his,",35,7,LXXX,80,7
On your broad main doth wilfully appear.,40,7,LXXX,80,8
"Your shallowest help will hold me up afloat,",44,8,LXXX,80,9
Whilst he upon your soundless deep doth ride;,45,8,LXXX,80,10
"Or, being wrack'd, I am a worthless boat,",41,8,LXXX,80,11
"He of tall building, and of goodly pride:",41,8,LXXX,80,12
"Then if he thrive and I be cast away,",37,9,LXXX,80,13
"The worst was this,--my love was my decay.",42,8,LXXX,80,14
LXXXI,5,1,LXXXI,81,0
"Or I shall live your epitaph to make,",37,8,LXXXI,81,1
Or you survive when I in earth am rotten;,41,9,LXXXI,81,2
"From hence your memory death cannot take,",41,7,LXXXI,81,3
Although in me each part will be forgotten.,43,8,LXXXI,81,4
"Your name from hence immortal life shall have,",46,8,LXXXI,81,5
"Though I, once gone, to all the world must die:",47,10,LXXXI,81,6
"The earth can yield me but a common grave,",42,9,LXXXI,81,7
When you entombed in men's eyes shall lie.,42,8,LXXXI,81,8
"Your monument shall be my gentle verse,",39,7,LXXXI,81,9
Which eyes not yet created shall o'er-read;,43,7,LXXXI,81,10
"And tongues to be, your being shall rehearse,",45,8,LXXXI,81,11
When all the breathers of this world are dead;,46,9,LXXXI,81,12
"You still shall live,--such virtue hath my pen,--",49,8,LXXXI,81,13
"Where breath most breathes, even in the mouths of men.",54,10,LXXXI,81,14
LXXXII,6,1,LXXXII,82,0
"I grant thou wert not married to my Muse,",41,9,LXXXII,82,1
And therefore mayst without attaint o'erlook,44,6,LXXXII,82,2
The dedicated words which writers use,37,6,LXXXII,82,3
"Of their fair subject, blessing every book.",43,7,LXXXII,82,4
"Thou art as fair in knowledge as in hue,",40,9,LXXXII,82,5
Finding thy worth a limit past my praise;,41,8,LXXXII,82,6
And therefore art enforced to seek anew,39,7,LXXXII,82,7
Some fresher stamp of the time-bettering days.,46,7,LXXXII,82,8
"And do so, love; yet when they have devis'd,",44,9,LXXXII,82,9
"What strained touches rhetoric can lend,",40,6,LXXXII,82,10
"Thou truly fair, wert truly sympathiz'd",39,6,LXXXII,82,11
"In true plain words, by thy true-telling friend;",48,8,LXXXII,82,12
And their gross painting might be better us'd,45,8,LXXXII,82,13
Where cheeks need blood; in thee it is abus'd.,46,9,LXXXII,82,14
LXXXIII,7,1,LXXXIII,83,0
"I never saw that you did painting need,",39,8,LXXXIII,83,1
And therefore to your fair no painting set;,43,8,LXXXIII,83,2
"I found, or thought I found, you did exceed",43,9,LXXXIII,83,3
That barren tender of a poet's debt:,36,7,LXXXIII,83,4
"And therefore have I slept in your report,",42,8,LXXXIII,83,5
"That you yourself, being extant, well might show",48,8,LXXXIII,83,6
"How far a modern quill doth come too short,",43,9,LXXXIII,83,7
"Speaking of worth, what worth in you doth grow.",47,9,LXXXIII,83,8
"This silence for my sin you did impute,",39,8,LXXXIII,83,9
Which shall be most my glory being dumb;,40,8,LXXXIII,83,10
"For I impair not beauty being mute,",35,7,LXXXIII,83,11
"When others would give life, and bring a tomb.",46,9,LXXXIII,83,12
There lives more life in one of your fair eyes,46,10,LXXXIII,83,13
Than both your poets can in praise devise.,42,8,LXXXIII,83,14
LXXXIV,6,1,LXXXIV,84,0
"Who is it that says most, which can say more,",45,10,LXXXIV,84,1
"Than this rich praise,--that you alone, are you?",48,8,LXXXIV,84,2
In whose confine immured is the store,37,7,LXXXIV,84,3
Which should example where your equal grew.,43,7,LXXXIV,84,4
Lean penury within that pen doth dwell,38,7,LXXXIV,84,5
That to his subject lends not some small glory;,47,9,LXXXIV,84,6
"But he that writes of you, if he can tell",41,10,LXXXIV,84,7
"That you are you, so dignifies his story,",41,8,LXXXIV,84,8
"Let him but copy what in you is writ,",37,9,LXXXIV,84,9
"Not making worse what nature made so clear,",43,8,LXXXIV,84,10
"And such a counterpart shall fame his wit,",42,8,LXXXIV,84,11
Making his style admired every where.,37,6,LXXXIV,84,12
"You to your beauteous blessings add a curse,",44,8,LXXXIV,84,13
"Being fond on praise, which makes your praises worse.",53,9,LXXXIV,84,14
LXXXV,5,1,LXXXV,85,0
"My tongue-tied Muse in manners holds her still,",47,8,LXXXV,85,1
"While comments of your praise richly compil'd,",46,7,LXXXV,85,2
"Reserve their character with golden quill,",42,6,LXXXV,85,3
And precious phrase by all the Muses fil'd.,43,8,LXXXV,85,4
"I think good thoughts, whilst others write good words,",54,9,LXXXV,85,5
And like unlettered clerk still cry 'Amen',42,7,LXXXV,85,6
"To every hymn that able spirit affords,",39,7,LXXXV,85,7
In polish'd form of well-refined pen.,37,6,LXXXV,85,8
"Hearing you praised, I say ''tis so, 'tis true,'",48,9,LXXXV,85,9
And to the most of praise add something more;,45,9,LXXXV,85,10
"But that is in my thought, whose love to you,",45,10,LXXXV,85,11
"Though words come hindmost, holds his rank before.",50,8,LXXXV,85,12
"Then others, for the breath of words respect,",45,8,LXXXV,85,13
"Me for my dumb thoughts, speaking in effect.",44,8,LXXXV,85,14
LXXXVI,6,1,LXXXVI,86,0
"Was it the proud full sail of his great verse,",46,10,LXXXVI,86,1
"Bound for the prize of all too precious you,",44,9,LXXXVI,86,2
"That did my ripe thoughts in my brain inhearse,",47,9,LXXXVI,86,3
Making their tomb the womb wherein they grew?,45,8,LXXXVI,86,4
"Was it his spirit, by spirits taught to write,",46,9,LXXXVI,86,5
"Above a mortal pitch, that struck me dead?",42,8,LXXXVI,86,6
"No, neither he, nor his compeers by night",41,8,LXXXVI,86,7
"Giving him aid, my verse astonished.",36,6,LXXXVI,86,8
"He, nor that affable familiar ghost",35,6,LXXXVI,86,9
"Which nightly gulls him with intelligence,",42,6,LXXXVI,86,10
As victors of my silence cannot boast;,38,7,LXXXVI,86,11
I was not sick of any fear from thence:,39,9,LXXXVI,86,12
"But when your countenance fill'd up his line,",45,8,LXXXVI,86,13
Then lacked I matter; that enfeebled mine.,42,7,LXXXVI,86,14
LXXXVII,7,1,LXXXVII,87,0
"Farewell! thou art too dear for my possessing,",46,8,LXXXVII,87,1
"And like enough thou know'st thy estimate,",42,7,LXXXVII,87,2
The charter of thy worth gives thee releasing;,46,8,LXXXVII,87,3
My bonds in thee are all determinate.,37,7,LXXXVII,87,4
For how do I hold thee but by thy granting?,43,10,LXXXVII,87,5
And for that riches where is my deserving?,42,8,LXXXVII,87,6
"The cause of this fair gift in me is wanting,",45,10,LXXXVII,87,7
And so my patent back again is swerving.,40,8,LXXXVII,87,8
"Thy self thou gav'st, thy own worth then not knowing,",53,10,LXXXVII,87,9
"Or me to whom thou gav'st it, else mistaking;",45,9,LXXXVII,87,10
"So thy great gift, upon misprision growing,",43,7,LXXXVII,87,11
"Comes home again, on better judgement making.",45,7,LXXXVII,87,12
"Thus have I had thee, as a dream doth flatter,",46,10,LXXXVII,87,13
"In sleep a king, but waking no such matter.",43,9,LXXXVII,87,14
LXXXVIII,8,1,LXXXVIII,88,0
"When thou shalt be dispos'd to set me light,",44,9,LXXXVIII,88,1
"And place my merit in the eye of scorn,",39,9,LXXXVIII,88,2
"Upon thy side, against myself I'll fight,",41,7,LXXXVIII,88,3
"And prove thee virtuous, though thou art forsworn.",50,8,LXXXVIII,88,4
"With mine own weakness, being best acquainted,",46,7,LXXXVIII,88,5
Upon thy part I can set down a story,36,9,LXXXVIII,88,6
"Of faults conceal'd, wherein I am attainted;",44,7,LXXXVIII,88,7
That thou in losing me shalt win much glory:,44,9,LXXXVIII,88,8
And I by this will be a gainer too;,35,9,LXXXVIII,88,9
"For bending all my loving thoughts on thee,",43,8,LXXXVIII,88,10
"The injuries that to myself I do,",33,7,LXXXVIII,88,11
"Doing thee vantage, double-vantage me.",38,5,LXXXVIII,88,12
"Such is my love, to thee I so belong,",37,9,LXXXVIII,88,13
"That for thy right, myself will bear all wrong.",47,9,LXXXVIII,88,14
LXXXIX,6,1,LXXXIX,89,0
"Say that thou didst forsake me for some fault,",46,9,LXXXIX,89,1
And I will comment upon that offence:,37,7,LXXXIX,89,2
"Speak of my lameness, and I straight will halt,",47,9,LXXXIX,89,3
Against thy reasons making no defence.,38,6,LXXXIX,89,4
"Thou canst not love disgrace me half so ill,",44,9,LXXXIX,89,5
"To set a form upon desired change,",34,7,LXXXIX,89,6
"As I'll myself disgrace; knowing thy will,",42,7,LXXXIX,89,7
"I will acquaintance strangle, and look strange;",47,7,LXXXIX,89,8
Be absent from thy walks; and in my tongue,42,9,LXXXIX,89,9
"Thy sweet beloved name no more shall dwell,",43,8,LXXXIX,89,10
"Lest I, too much profane, should do it wrong,",45,9,LXXXIX,89,11
And haply of our old acquaintance tell.,39,7,LXXXIX,89,12
"For thee, against my self I'll vow debate,",42,8,LXXXIX,89,13
For I must ne'er love him whom thou dost hate.,46,10,LXXXIX,89,14
XC,2,1,XC,90,0
"Then hate me when thou wilt; if ever, now;",42,9,XC,90,1
"Now, while the world is bent my deeds to cross,",47,10,XC,90,2
"Join with the spite of fortune, make me bow,",44,9,XC,90,3
And do not drop in for an after-loss:,37,8,XC,90,4
"Ah! do not, when my heart hath 'scap'd this sorrow,",51,10,XC,90,5
Come in the rearward of a conquer'd woe;,40,8,XC,90,6
"Give not a windy night a rainy morrow,",38,8,XC,90,7
To linger out a purpos'd overthrow.,35,6,XC,90,8
"If thou wilt leave me, do not leave me last,",44,10,XC,90,9
"When other petty griefs have done their spite,",46,8,XC,90,10
But in the onset come: so shall I taste,39,9,XC,90,11
At first the very worst of fortune's might;,43,8,XC,90,12
"And other strains of woe, which now seem woe,",45,9,XC,90,13
"Compar'd with loss of thee, will not seem so.",45,9,XC,90,14
XCI,3,1,XCI,91,0
"Some glory in their birth, some in their skill,",47,9,XCI,91,1
"Some in their wealth, some in their body's force,",49,9,XCI,91,2
Some in their garments though new-fangled ill;,46,7,XCI,91,3
"Some in their hawks and hounds, some in their horse;",52,10,XCI,91,4
"And every humour hath his adjunct pleasure,",43,7,XCI,91,5
Wherein it finds a joy above the rest:,38,8,XCI,91,6
"But these particulars are not my measure,",41,7,XCI,91,7
All these I better in one general best.,39,8,XCI,91,8
"Thy love is better than high birth to me,",41,9,XCI,91,9
"Richer than wealth, prouder than garments' costs,",49,7,XCI,91,10
Of more delight than hawks and horses be;,41,8,XCI,91,11
"And having thee, of all men's pride I boast:",44,9,XCI,91,12
"Wretched in this alone, that thou mayst take",44,8,XCI,91,13
"All this away, and me most wretchcd make.",41,8,XCI,91,14
XCII,4,1,XCII,92,0
"But do thy worst to steal thyself away,",39,8,XCII,92,1
For term of life thou art assured mine;,39,8,XCII,92,2
"And life no longer than thy love will stay,",43,9,XCII,92,3
For it depends upon that love of thine.,39,8,XCII,92,4
"Then need I not to fear the worst of wrongs,",44,10,XCII,92,5
When in the least of them my life hath end.,43,10,XCII,92,6
I see a better state to me belongs,34,8,XCII,92,7
Than that which on thy humour doth depend:,42,8,XCII,92,8
"Thou canst not vex me with inconstant mind,",43,8,XCII,92,9
Since that my life on thy revolt doth lie.,42,9,XCII,92,10
"O! what a happy title do I find,",32,8,XCII,92,11
"Happy to have thy love, happy to die!",37,8,XCII,92,12
But what's so blessed-fair that fears no blot?,46,8,XCII,92,13
"Thou mayst be false, and yet I know it not.",43,10,XCII,92,14
XCIII,5,1,XCIII,93,0
"So shall I live, supposing thou art true,",41,8,XCIII,93,1
Like a deceived husband; so love's face,39,7,XCIII,93,2
"May still seem love to me, though alter'd new;",46,9,XCIII,93,3
"Thy looks with me, thy heart in other place:",44,9,XCIII,93,4
"For there can live no hatred in thine eye,",42,9,XCIII,93,5
Therefore in that I cannot know thy change.,43,8,XCIII,93,6
"In many's looks, the false heart's history",42,7,XCIII,93,7
"Is writ in moods, and frowns, and wrinkles strange.",51,9,XCIII,93,8
But heaven in thy creation did decree,37,7,XCIII,93,9
That in thy face sweet love should ever dwell;,46,9,XCIII,93,10
"Whate'er thy thoughts, or thy heart's workings be,",50,8,XCIII,93,11
"Thy looks should nothing thence, but sweetness tell.",52,8,XCIII,93,12
"How like Eve's apple doth thy beauty grow,",42,8,XCIII,93,13
If thy sweet virtue answer not thy show!,40,8,XCIII,93,14
XCIV,4,1,XCIV,94,0
"They that have power to hurt, and will do none,",47,10,XCIV,94,1
"That do not do the thing they most do show,",43,10,XCIV,94,2
"Who, moving others, are themselves as stone,",44,7,XCIV,94,3
"Unmoved, cold, and to temptation slow;",38,6,XCIV,94,4
"They rightly do inherit heaven's graces,",40,6,XCIV,94,5
And husband nature's riches from expense;,41,6,XCIV,94,6
"They are the lords and owners of their faces,",45,9,XCIV,94,7
"Others, but stewards of their excellence.",41,6,XCIV,94,8
"The summer's flower is to the summer sweet,",43,8,XCIV,94,9
"Though to itself, it only live and die,",39,8,XCIV,94,10
"But if that flower with base infection meet,",44,8,XCIV,94,11
The basest weed outbraves his dignity:,38,6,XCIV,94,12
For sweetest things turn sourest by their deeds;,48,8,XCIV,94,13
"Lilies that fester, smell far worse than weeds.",47,8,XCIV,94,14
XCV,3,1,XCV,95,0
How sweet and lovely dost thou make the shame,45,9,XCV,95,1
"Which, like a canker in the fragrant rose,",42,8,XCV,95,2
Doth spot the beauty of thy budding name!,41,8,XCV,95,3
O! in what sweets dost thou thy sins enclose.,45,9,XCV,95,4
"That tongue that tells the story of thy days,",45,9,XCV,95,5
"Making lascivious comments on thy sport,",40,6,XCV,95,6
"Cannot dispraise, but in a kind of praise;",42,8,XCV,95,7
"Naming thy name, blesses an ill report.",39,7,XCV,95,8
O! what a mansion have those vices got,38,8,XCV,95,9
"Which for their habitation chose out thee,",42,7,XCV,95,10
Where beauty's veil doth cover every blot,41,7,XCV,95,11
And all things turns to fair that eyes can see!,47,10,XCV,95,12
"Take heed, dear heart, of this large privilege;",47,8,XCV,95,13
The hardest knife ill-us'd doth lose his edge.,46,8,XCV,95,14
XCVI,4,1,XCVI,96,0
"Some say thy fault is youth, some wantonness;",45,8,XCVI,96,1
Some say thy grace is youth and gentle sport;,45,9,XCVI,96,2
Both grace and faults are lov'd of more and less:,49,10,XCVI,96,3
Thou mak'st faults graces that to thee resort.,46,8,XCVI,96,4
As on the finger of a throned queen,35,8,XCVI,96,5
"The basest jewel will be well esteem'd,",39,7,XCVI,96,6
So are those errors that in thee are seen,41,9,XCVI,96,7
"To truths translated, and for true things deem'd.",49,8,XCVI,96,8
"How many lambs might the stern wolf betray,",43,8,XCVI,96,9
If like a lamb he could his looks translate!,44,9,XCVI,96,10
"How many gazers mightst thou lead away,",39,7,XCVI,96,11
if thou wouldst use the strength of all thy state!,50,10,XCVI,96,12
"But do not so; I love thee in such sort,",40,10,XCVI,96,13
"As, thou being mine, mine is thy good report.",45,9,XCVI,96,14
XCVII,5,1,XCVII,97,0
How like a winter hath my absence been,38,8,XCVII,97,1
"From thee, the pleasure of the fleeting year!",45,8,XCVII,97,2
"What freezings have I felt, what dark days seen!",48,9,XCVII,97,3
What old December's bareness everywhere!,40,5,XCVII,97,4
And yet this time removed was summer's time;,44,8,XCVII,97,5
"The teeming autumn, big with rich increase,",43,7,XCVII,97,6
"Bearing the wanton burden of the prime,",39,7,XCVII,97,7
Like widow'd wombs after their lords' decease:,46,7,XCVII,97,8
Yet this abundant issue seem'd to me,36,7,XCVII,97,9
"But hope of orphans, and unfather'd fruit;",42,7,XCVII,97,10
"For summer and his pleasures wait on thee,",42,8,XCVII,97,11
"And, thou away, the very birds are mute:",40,8,XCVII,97,12
"Or, if they sing, 'tis with so dull a cheer,",44,10,XCVII,97,13
"That leaves look pale, dreading the winter's near.",50,8,XCVII,97,14
XCVIII,6,1,XCVIII,98,0
"From you have I been absent in the spring,",42,9,XCVIII,98,1
"When proud-pied April, dress'd in all his trim,",47,8,XCVIII,98,2
"Hath put a spirit of youth in every thing,",42,9,XCVIII,98,3
That heavy Saturn laugh'd and leap'd with him.,46,8,XCVIII,98,4
"Yet nor the lays of birds, nor the sweet smell",46,10,XCVIII,98,5
"Of different flowers in odour and in hue,",41,8,XCVIII,98,6
"Could make me any summer's story tell,",38,7,XCVIII,98,7
Or from their proud lap pluck them where they grew:,51,10,XCVIII,98,8
"Nor did I wonder at the lily's white,",37,8,XCVIII,98,9
Nor praise the deep vermilion in the rose;,42,8,XCVIII,98,10
"They were but sweet, but figures of delight,",44,8,XCVIII,98,11
"Drawn after you, you pattern of all those.",42,8,XCVIII,98,12
"Yet seem'd it winter still, and you away,",41,8,XCVIII,98,13
As with your shadow I with these did play.,42,9,XCVIII,98,14
XCIX,4,1,XCIX,99,0
The forward violet thus did I chide:,36,7,XCIX,99,1
"Sweet thief, whence didst thou steal thy sweet that smells,",59,10,XCIX,99,2
If not from my love's breath? The purple pride,46,9,XCIX,99,3
